metric,max_abs,mean_abs,max_rel,mean_rel
il6_peak_0_2,291.89415081294237,220.68104487024073,0.28890123774550835,0.24198742883286742
btumor_t0,0.0,0.0,0.0,0.0
btumor_day42,157730723244.3838,54982078770.82804,3.58301576266182e+21,2.109224481710977e+20
tumor_resid_day42,1.9569568640742405,0.68215978623856,1328658079915.9585,355715922059.6395
loss_raw,0.9126429692407101,0.3216740034732442,0.6488650203255696,0.20017139164266723
