weight_tumor,start_idx,eval,scalar_loss,tumor_loss,il6_loss,n_failed,doses_mg
0.05,1,128,-0.005197736146045894,-0.10374634259407416,-0.005507051802612961,0,"2.498163,10.663635,9.003818,17.808697,13.786313,14.43015"
0.05,1,129,0.011456245920060023,-0.10499507091178344,0.01205267960839751,0,"2.486121,11.528294,9.349731,16.959161,13.412935,12.698494"
0.05,1,130,-0.005240279389689973,-0.10452678356694818,-0.009172497014963199,0,"2.517123,10.495977,9.290721,17.002112,14.933946,11.993449"
0.05,1,131,-0.001206592705264655,-0.10559287971331367,-0.001263276787716483,0,"2.544835,10.146783,8.966553,17.539998,14.556018,13.893374"
0.05,1,132,-0.005132407319646947,-0.10241592270567475,-0.006831987608342971,0,"2.522603,9.725626,8.903834,17.660379,14.483158,14.454321"
0.05,1,133,-0.005259997766411957,-0.10492380589005494,-0.009011875383901802,0,"2.538331,10.306608,8.465445,17.680478,14.641476,13.73652"
0.05,1,134,-0.00519886598752058,-0.103728086581092,-0.007658162249394251,0,"2.498287,10.832849,8.862322,17.347891,13.931008,13.37517"
0.05,1,135,0.0028236465043282822,-0.10691829727395923,0.002974911845198991,0,"2.512362,11.623104,8.911204,17.123347,13.819818,12.454506"
0.05,1,136,-0.005182891303769214,-0.10330653577969379,-0.013051776837409934,0,"2.520896,10.041865,8.905062,17.570874,14.372601,14.121018"
0.05,1,137,0.01714358695168135,-0.10618943459549177,0.018033436482897236,0,"2.514068,11.306852,8.909976,17.212852,13.930375,12.787808"
0.05,1,138,0.026463267621530423,-0.10389477009671223,0.027833705620732174,0,"2.519757,10.252693,8.905881,17.511204,14.298897,13.898817"
0.05,1,139,0.04163282418237905,-0.10548657726857087,0.04378579158866658,0,"2.540543,10.38121,8.552093,17.687366,14.363619,13.745488"
0.05,1,140,0.027392096950501738,-0.10513625907856458,0.028810509241764204,0,"2.522863,10.539018,9.239826,17.122061,14.607345,12.292929"
0.05,1,141,-0.005258882068507511,-0.10482068095288154,-0.01327051243767255,0,"2.509827,10.953066,8.862124,16.945463,14.363929,13.465772"
0.05,1,142,-0.005232291896431221,-0.10429395712281941,-0.013030886772745831,0,"2.507156,10.819745,8.882828,17.41021,13.771563,13.444364"
0.05,1,143,-0.005228062912939225,-0.10432499298115225,-0.0069442255079529835,0,"2.507054,10.678733,9.000741,17.794215,13.650984,14.323514"
0.05,1,144,0.051084515501160756,-0.1040841027038622,0.05372492739502177,0,"2.526009,10.16059,8.918444,17.596029,14.139557,14.065904"
0.05,1,145,0.01796674912701073,-0.10651921930934445,0.018899074702114937,0,"2.520316,11.214747,8.922539,17.297677,13.771035,12.954896"
0.05,1,146,-0.005290389265003278,-0.10545541418901581,-0.012995562992670434,0,"2.499082,11.27197,9.412399,17.076444,13.349445,13.01178"
0.05,1,147,0.003544528595112499,-0.10596500654525756,0.0037329269103946183,0,"2.508796,11.358479,8.782171,17.626544,12.686421,14.703959"
0.05,1,148,0.029754807007082936,-0.10443321213584786,0.03129505091507412,0,"2.507503,10.730658,9.052663,17.56055,13.161191,14.625012"
0.05,1,149,0.02124878705850737,-0.1062367132944514,0.022350385292783104,0,"2.51818,11.134066,8.944226,17.341489,13.669394,13.233248"
0.05,1,150,0.0326908977503129,-0.10585271197998196,0.03438265985163458,0,"2.50782,11.185679,9.341224,17.184004,13.286928,13.141539"
0.05,1,151,-0.005272788610967188,-0.10519651930155141,-0.008108231499515284,0,"2.51678,10.919926,8.882662,17.074853,14.13233,13.519866"
0.05,1,152,0.03292025832674666,-0.10497227739741519,0.03462380455398972,0,"2.514553,10.808825,8.899915,17.462142,13.638692,13.502025"
0.05,1,153,-0.003269851609010165,-0.10499424985500401,-0.003432990058906793,0,"2.514467,10.691315,8.998177,17.782147,13.53821,14.23465"
0.05,1,154,0.02647187049276514,-0.10626559389376823,0.02784287688360043,0,"2.515921,11.25777,8.816035,17.642421,12.734407,14.551688"
0.05,1,155,0.02212979406255501,-0.10673020385748222,0.02327686058441336,0,"2.525526,11.137993,8.933008,17.368365,13.638252,13.094135"
0.05,1,156,0.03681037465904691,-0.1073544480910988,0.038714698334772035,0,"2.529475,11.173477,9.085569,17.462389,13.129463,13.942045"
0.05,1,157,0.032070115755488335,-0.1052913144242833,0.033729828404447715,0,"2.517039,10.8696,8.930857,17.462183,13.55382,13.575362"
0.05,1,158,0.026951793827751137,-0.10624929542086564,0.02834755380674292,0,"2.539301,10.691264,8.507497,17.833254,13.570191,14.447139"
