weight_tumor,scalar_loss,tumor_loss,il6_loss,tumor_mean_logratio,il6_mean_logratio,nondominated,dose1_mg,dose2_mg,dose3_mg,dose4_mg,dose5_mg,dose6_mg
0.05,-0.005611853269929068,-0.11197836849444667,-0.007722028191590596,-0.13127075056662485,-0.02282786138852728,true,2.634829267643051,9.49726053291827,10.04933269490441,17.641224368050484,17.387946141102695,11.107203238992591
0.2,-0.015419690689662369,-0.08140964780554712,-0.01923502592420237,-0.09111959180701847,-0.029803232966292895,true,2.2491900803527862,9.553162972559077,12.78379898646106,15.774082880661814,12.204028824440188,14.126888343971432
0.35,-0.013210856616026372,-0.05518300731272188,-0.020274406460411773,-0.06448094600146381,-0.02902839931128343,false,2.135744730975506,6.8135893303664945,10.300693236870158,17.998361963705158,15.151160282606467,17.35398876986959
0.5,-0.01065543293385139,-0.05438016608503897,-0.021235250451166574,-0.05896052190331726,-0.028049264398841273,true,1.9987235150886964,9.814059012095676,11.510131446442292,13.21727745444969,22.57999760925755,8.342183352942163
0.65,-0.008239202294480491,-0.052809085248690324,-0.023419084883884236,-0.05986207969054116,-0.03076486375646957,true,2.0449084605181915,10.509522082949143,5.151357049178298,17.45333936639052,14.113032538319226,19.264991456702507
0.8,-0.003908230554923506,-0.033216596218937744,-0.019388897492249535,-0.038710352231152816,-0.024493819769629662,false,1.9313259376593384,6.422575680211149,13.874075935073195,14.523028508394251,17.836245230999616,16.418870062161044
0.95,-0.0011080551004785109,-0.06159391100739577,-0.020969847852577106,-0.06901936990583057,-0.02902129843173321,true,2.125472670420696,7.811012226477062,9.920587243726215,20.188701685202926,19.038107457499713,7.505693736267049
