time,Bpb_perml,totTpb_perml,Tafraction_pb
0,1347000,1836000,0
0.0035,1339737.71331876,626500.123946446,0.0152788165891047
0.083,891764.822172216,255624.917070782,0.129978736190055
0.1,727722.798766415,260963.791534814,0.147036737237335
0.2,14016.4338683272,292439.495627052,0.216148628992552
0.25,13003.0248887298,307324.302254604,0.245298405726361
0.3,12216.5015778028,322180.706450023,0.269332005811802
0.4,10780.8420174824,352102.00546783,0.305139543594345
0.5,9387.16856813162,382645.405064243,0.327976360388276
0.6,7994.93446685453,414146.029240303,0.340649462282486
0.7,6600.98706636205,446868.430925342,0.345048216657161
0.8,5222.90560059845,481033.873980605,0.342532211475196
0.9,3888.99777388587,516836.842910285,0.334141311974856
1,2640.59711207129,554466.696663301,0.320796534719426
1.1,1543.81179617971,594134.933254675,0.303522712214394
1.2,732.044148231244,636046.287930969,0.283468043505343
1.3,372.757156397605,680443.216365178,0.261856859309737
1.4,304.992959024721,727538.278162682,0.24009576840086
1.5,297.591703372451,777456.863253232,0.219343415979596
1.6,297.419887480928,830185.70349275,0.200373320805606
1.7,298.03865534106,885592.114304031,0.183479690765458
1.8,298.752816823838,943529.648186401,0.168475001838134
1.9,299.488785571401,1003881.07852887,0.155078288489573
2,300.238597133507,1066539.52733633,0.143060169444416
2.1,300.931148411747,1131397.05706705,0.132239497445805
2.2,301.6023802685,1198339.38701191,0.122469584846432
2.3,302.274722502784,1267243.18061718,0.113628575395547
2.4,302.952816000993,1337974.54419335,0.105613052763446
2.5,303.636751432072,1410387.30546374,0.0983337583402991
2.6,304.326615573466,1484396.90227524,0.0917084645798306
2.7,305.022756667437,1559817.95347951,0.0856730838777865
2.8,305.72553917649,1636492.84988913,0.08016765679451
2.9,306.43559403247,1714099.64391113,0.0751446546280465
3,307.153050534994,1792575.03288062,0.0705514917829931
3.1,307.878359438188,1871696.95195255,0.066346994327239
3.2,308.612038667243,1951140.95094478,0.0624979465543891
3.3,309.354460112203,2030725.7469005,0.0589686549724637
3.4,310.106001724322,2110252.0943918,0.055728063599652
3.5,310.867284749372,2189465.82652636,0.0527505461354658
3.6,311.638708713002,2268153.30423279,0.0500112059935936
3.7,312.420715407658,2346093.16256806,0.0474880731849805
3.8,313.212608049016,2423210.36841706,0.045159311735943
3.9,314.014826174962,2499283.20644823,0.0430078865808498
4,314.827616434694,2574114.86037713,0.0410181367507365
4.1,315.597551690227,2647613.82801195,0.0391746597206525
4.2,316.321662176702,2719701.98990395,0.0374636928948832
4.3,317.041861807183,2790211.73733723,0.0358741922914733
4.4,317.772066129238,2858962.14042519,0.0343963935254828
4.5,318.513541191707,2925833.84065472,0.033020805070566
4.6,319.263464208322,2990784.46101244,0.0317380909356695
4.7,320.022365378434,3053769.29781381,0.0305402708053223
4.8,320.789606738021,3114690.2806736,0.029420544145137
4.9,321.566103968856,3173473.14914442,0.0283726842342136
5,322.352151286348,3230067.38508834,0.0273909707328299
5.1,323.148887128685,3284410.70292974,0.0264701510424843
5.2,323.956205525905,3336522.0103801,0.025605277090825
5.3,324.775107443018,3386413.34760437,0.0247916284219827
5.4,325.606020927355,3434036.43019081,0.0240255900547395
5.5,326.449506945353,3479368.46280209,0.023303676920495
5.6,327.306097971107,3522496.00448339,0.0226220713882804
5.7,328.176349725476,3563416.39257452,0.0219778870748437
5.8,329.060821313186,3602113.97703299,0.0213685811252329
5.9,329.960212387206,3638665.46410537,0.0207913445607645
6,330.875361696387,3673217.37231594,0.0202432870342796
6.1,331.806768971554,3705746.0669129,0.0197226550586465
6.2,332.755084767446,3736297.9520127,0.0192274994621961
6.3,333.721788854569,3765074.64413835,0.0187553432314432
6.4,334.707322244841,3792083.32523151,0.0183048001769139
6.5,335.712470268452,3817395.62664535,0.0178743169762731
6.6,336.738526632499,3841060.92959831,0.0174626087373267
6.7,337.786577357327,3863137.70513595,0.017068436782513
6.8,338.857387564905,3883698.46906487,0.0166905743181128
6.9,339.95867589165,3902715.80974004,0.0163283286269012
7,341.119718379092,3919869.07308643,0.0159822719567687
7.1,342.339008779408,3935256.33229625,0.0156511900427459
7.2,343.621387840986,3948974.43318675,0.015333988200966
7.3,344.966272489257,3961310.2099394,0.0150289436289199
7.4,346.383018455415,3972202.35531147,0.0147357451236111
7.5,347.860148413034,3981936.77498903,0.0144528533207107
7.6,349.379189861087,3990889.62201362,0.0141785308408674
7.7,350.946107987159,3999121.76969501,0.0139122475304772
7.8,352.562085533766,4006504.7818013,0.0136541698574791
7.9,354.227384943718,4012970.2550025,0.0134042367191349
8,355.938760386995,4018678.63728349,0.0131616217949006
8.1,357.711649282266,4023032.44263662,0.0129280079657975
8.2,359.551269464376,4025824.61904395,0.0127037047756291
8.3,361.45839718407,4027017.80294352,0.0124884646450464
8.4,363.440430308472,4027772.72130331,0.0122784241687211
8.5,365.501580736137,4027991.01574545,0.0120737277773749
8.6,367.646432393036,4027721.35202498,0.0118740726671497
8.7,369.879405885884,4026709.36391373,0.0116800681164745
8.8,372.205269643816,4025024.74655259,0.0114913410041645
8.9,374.62883382206,4022776.07071007,0.0113074253115337
9,377.157685772963,4019871.2926291,0.0111284515674709
9.1,379.797765752129,4016298.34664629,0.0109543119069736
9.2,382.554050150563,4012091.96948143,0.0107847698560643
9.3,385.437846738549,4007330.94240155,0.0106194972587688
9.4,388.45859203131,4002069.02726112,0.0104582426125256
9.5,391.622103318197,3996311.59544825,0.0103008819463577
9.6,394.94237005221,3990088.35702716,0.0101472460901679
9.7,398.433279108452,3983429.03008446,0.0099971719342842
9.8,402.102331678607,3976363.83211701,0.00985049118021731
9.9,405.966015737368,3968902.56282334,0.00970710086291448
10,410.045370991337,3961044.43063753,0.00956693125682216
10.1,414.353713835135,3952815.03391658,0.00942984410100369
10.2,418.908907103112,3944225.38666475,0.00929574395645853
10.3,423.727706791631,3935307.46720802,0.00916448962163729
10.4,428.829449622714,3926075.05166965,0.00903598786074828
10.5,434.23461937858,3916538.94128518,0.00891015574338509
10.6,439.964806135698,3906713.29589198,0.00878690563095296
10.7,446.048539672554,3896620.29337218,0.00866613367820676
10.8,452.50856237569,3886271.10347449,0.00854776609901861
10.9,459.371311108728,3875680.06259201,0.00843172421667369
11,466.67012345349,3864859.15535613,0.00831793661587101
11.1,474.446776179761,3853817.48217984,0.008206339719302
11.2,482.732472208266,3842567.83957426,0.00809686584140324
11.3,491.565532566657,3831120.59705165,0.00798945415586254
11.4,500.994456841684,3819487.71044491,0.0078840419458814
11.5,511.066814617404,3807679.50718521,0.00778057229965441
11.6,521.829807592918,3795704.84897398,0.00767899351111899
11.7,533.335486497719,3783572.66822918,0.00757925532306727
11.8,545.631813323177,3771294.35945083,0.00748130378972159
11.9,558.776970071277,3758877.58285659,0.00738509478993251
12,572.82907950899,3746330.7157809,0.00729058415623253
12.1,587.839131172828,3733661.95259397,0.00719772934590656
12.2,603.844621592165,3720879.43863403,0.0071064889342982
12.3,620.920977240017,3707990.1872776,0.00701682628061925
12.4,639.130028946659,3695001.16503066,0.00692870573311306
12.5,658.535495152432,3681918.96546266,0.00684209370819434
12.6,679.202981907745,3668749.80920651,0.00675695864599204
12.7,701.081051852653,3655501.21561217,0.00667326566078981
12.8,724.164367480686,3642179.709661,0.00659098385125493
12.9,748.552555748284,3628789.99458493,0.00651008883578841
13,774.27956683932,3615337.35034116,0.00643055510225898
13.1,801.377566140565,3601826.73556844,0.00635235884124028
13.2,829.876934241689,3588262.7875871,0.00627547791963795
13.3,859.770798395322,3574653.44832725,0.0061998806959571
13.4,891.085140973902,3561002.79718201,0.00612554815816722
13.5,923.839610775659,3547315.05724489,0.00605246147751298
13.6,958.046283497743,3533594.72202591,0.00598060162338069
13.7,993.704346910863,3519846.03543123,0.00590995107019827
13.8,1030.74589322298,3506073.2183471,0.00584049252541896
13.9,1069.22398345648,3492281.34784577,0.00577220415873888
14,1109.14370143311,3478475.0650389,0.0057050666094637
14.1,1150.51013097467,3464659.01103815,0.00563906060005591
14.2,1193.25459327874,3450834.97634939,0.00557418050462851
14.3,1237.32027902163,3437005.21018243,0.00551041857290501
14.4,1282.74408183961,3423175.5829604,0.00544774984925229
14.5,1329.51415843591,3409350.08163517,0.00538615838821446
14.6,1377.61866551374,3395532.69315863,0.00532562826858826
14.7,1426.96081183822,3381722.52935167,0.00526616596292817
14.8,1477.55221885741,3367924.92379927,0.00520774940014396
14.9,1529.37724562702,3354143.6455077,0.00515036368518381
15,1582.41404010225,3340382.10703046,0.0050939955464957
15.1,1636.63699435024,3326642.5738678,0.00503863726133916
15.2,1692.0137285626,3312925.24338008,0.00498429114422675
15.3,1748.52709487025,3299234.96478237,0.00493093688987867
15.4,1806.15362029999,3285574.65559448,0.00487856352888964
15.5,1864.86983187865,3271947.23333618,0.00482716004312763
15.6,1924.68260534809,3258353.10144447,0.00477673004400853
15.7,1985.57513532033,3244794.62509742,0.00472726569068783
15.8,2047.51882771657,3231275.14604642,0.00467875336963819
15.9,2110.49527441419,3217797.16223981,0.00463118432587671
16,2174.48942232887,3204363.03938184,0.00458455078475049
16.1,2239.54342947574,3190972.82291097,0.00453886313463449
16.2,2305.62293615601,3177629.5307541,0.00449410794468969
16.3,2372.72379798707,3164335.01249696,0.0044502810934006
16.4,2440.8434995264,3151091.04008947,0.00440737897670173
16.5,2509.9811542716,3137899.30784569,0.00436539850885381
16.6,2580.15429211192,3124761.76520097,0.00432434037530194
16.7,2651.36215239342,3111679.88911525,0.00428420197456673
16.8,2723.61124942252,3098655.19082679,0.00424498232003842
16.9,2796.91120488834,3085689.13324337,0.00420668125148719
17,2871.27366276314,3072783.1094337,0.00416929923032468
17.1,2946.70268792362,3059938.88281875,0.00413283515328718
17.2,3023.21272540469,3047157.76379959,0.00409729044245278
17.3,3100.82105711942,3034440.9555917,0.00406266733951266
17.4,3179.54457227486,3021789.70229072,0.00402896817152094
17.5,3259.40189782038,3009205.19119847,0.00399619584061902
17.6,3340.39809285677,2996688.89344045,0.00396434799973211
17.7,3422.54600477079,2984242.0886968,0.0039334251156662
17.8,3505.8711709904,2971865.75611645,0.00390343239413686
17.9,3590.39327397498,2959560.9870261,0.00387437272072632
18,3676.13313475662,2947328.82929282,0.00384624931550738
18.1,3763.10082923472,2935170.45321478,0.00381905993223799
18.2,3851.30278296078,2923087.05248151,0.00379280022375651
18.3,3940.76761494189,2911079.483407,0.0037674764112656
18.4,4031.51432513833,2899148.70901671,0.00374308977294715
18.5,4123.56239374838,2887295.6580665,0.00371964154969759
18.6,4216.92100892407,2875521.27633496,0.00369712938507878
18.7,4311.57794003636,2863826.57960344,0.00367554356311515
18.8,4407.56369066261,2852212.34819103,0.00365488819515088
18.9,4504.89052313174,2840679.41728976,0.00363516113168872
19,4603.57022093382,2829228.59238868,0.00361635978819682
19.1,4703.61053215422,2817860.65437326,0.00359847991870693
19.2,4804.99576142335,2806576.38735234,0.00358150892548984
19.3,4907.74927803018,2795376.48903492,0.00356544720755949
19.4,5011.87724985545,2784261.65140361,0.00355028897377711
19.5,5117.38505245916,2773232.53718754,0.00353602781051867
19.6,5224.27726908053,2762289.77986235,0.00352265666817173
19.7,5332.55769063806,2751433.9836502,0.00351016784777809
19.8,5442.23046459531,2740665.70978112,0.00349855063122339
19.9,5553.2998543333,2729985.47937053,0.00348779171738026
20,5665.76616088829,2719393.82218891,0.00347788360410437
20.1,5779.63044781127,2708891.22015984,0.00346881489730675
20.2,5894.89302307234,2698478.12551408,0.003460573398876
20.3,6011.55343906066,2688154.96078952,0.00345314609312033
20.4,6129.6104925845,2677922.11883124,0.00344651913348051
20.5,6249.04646864444,2667779.8856218,0.00344067993339393
20.6,6369.85178801801,2657728.56099838,0.00343561388933816
20.7,6492.02805645602,2647768.47358681,0.00343130393630656
20.8,6615.56744037159,2637899.87978949,0.00342773329070791
20.9,6740.46105612674,2628123.0048737,0.00342488432336659
21,6866.69897003236,2618438.04297168,0.00342273854891425
21.1,6994.27019834826,2608845.15708059,0.00342127661555126
21.2,7123.23576514553,2599344.33726248,0.00342049324131583
21.3,7253.5698180121,2589935.70902722,0.00342036485355749
21.4,7385.25610538035,2580619.34607702,0.00342086914105315
21.5,7518.29110370358,2571395.26423674,0.00342198573159987
21.6,7652.67117391504,2562263.44638234,0.00342369356903963
