time,TDBc_ugperkg,TDBc_ugperml,Btumor,IL6combo
21.1107312586659,36.3331639940792,0.987851114575292,74115547414.7714,10.4197483970611
21.120586742762,35.9547290172563,0.977561963492559,74086801359.8643,10.6020848638036
21.1367504215167,35.3431305763051,0.960933403379692,74037869328.7736,10.8483250180653
21.1529141002714,34.7426230201883,0.944606389890926,73986968135.7775,11.0412307136487
21.1690777790262,34.153016948571,0.928575773479363,73934347774.1238,11.1903913228381
21.1852414577809,33.5741259296476,0.912836485308527,73880222512.7984,11.3026562868911
21.2014051365356,33.0057663894418,0.897383534242572,73824777071.9163,11.3835676747472
21.2375618496588,31.7716097979033,0.863828433874477,73696714876.2489,11.4730461111375
21.2737185627819,30.5872782406707,0.831628010893711,73564247498.7575,11.4695219461804
21.309875275905,29.4508612943685,0.800730323392292,73428434913.1942,11.4019066896466
21.3460319890282,28.3605169886734,0.771085290611022,73290015874.1641,11.2896142006181
21.3821887021513,27.314468123049,0.74264459279633,73149517797.8829,11.1463373126804
21.4279169592254,26.0522831602568,0.708327437744884,72969430335.0293,10.9355765291805
21.4736452162995,24.8548767201981,0.675771525834641,72787207973.3476,10.704971002972
21.5193734733735,23.7190590026496,0.644890130577747,72603245624.7674,10.4633885776396
21.5651017304476,22.6417867730385,0.615600510414316,72417811391.5883,10.2163207611064
21.6108299875217,21.6201550457015,0.587823682591123,72231098858.7137,9.96736274750839
21.7073367516564,19.6345764458676,0.533838402552137,71833453701.4027,9.44480673812728
21.8038435157911,17.8604243238613,0.485601531371977,71431816167.8913,8.93730051318218
21.9003502799259,16.2756449483556,0.442513456997162,71026958400.0799,8.45023843161398
21.9968570440606,14.8604394036546,0.404035872856296,70619504360.1951,7.98554120052692
22.0933638081953,13.5969996097692,0.369684600591877,70210045554.9376,7.54448035042316
22.3252274573967,11.0929313467399,0.301602266088633,69221358163.6189,6.58721504695681
22.557091106598,9.18921429516008,0.249842694267539,68231191860.2212,5.77339460495902
22.7889547557993,7.73909304093647,0.210415797741611,67245084020.3626,5.09275787122536
23.0208184050006,6.63284683265801,0.180338413068461,66266958098.8337,4.53092586615671
23.2526820542019,5.78779443380809,0.157362545780535,65299141327.6183,4.07213629953051
23.4950303760992,5.11564436945489,0.139087666379959,64299494889.3182,3.68516581932173
23.7373786979966,4.60492434243056,0.125201858141125,63311721766.4104,3.37507994112959
23.9797270198939,4.21436700169651,0.114583115869943,62334525078.8562,3.12595735747029
24.2220753417912,3.91334239988659,0.106398651437917,61366048390.3206,2.92453335130238
24.4644236636885,3.67908660605212,0.100029543394565,60404217037.7429,2.7600186716157
24.7667112749695,3.45573830495504,0.0939569957845308,59210697440.9202,2.59401554742274
