sim_key,legacy_norm_err,canonical_norm_err,canon_minus_legacy,canon_vs_legacy_norm
case10_id2001,0.0013438305719694892,0.0013438305719694892,0.0,0.0
case20_id1001,0.0004940463098879688,0.0004940463098879688,0.0,0.0
case30_id1,0.00017118221668907925,0.00017118221668907925,0.0,0.0
