time,Bpb_perml,totTpb_perml,Tafraction_pb
0.0,8300.0,342470.0,0.0
0.0416,7534.365794845389,44947.742112113185,0.004042701013566175
0.083,5965.932778743161,45875.3640780653,0.004371309524962822
0.1,5309.491746164141,46373.96611364505,0.00437682447152035
0.2,1811.5372259058383,49393.84664523154,0.004521627524608992
0.25,504.80265711036566,50956.34543305116,0.004884971400169848
0.3,175.4864012755652,52549.437218459476,0.005561024884689471
0.4,144.50302471924877,55846.842300647855,0.00689044801933115
0.5,129.32738944000434,59303.16208267479,0.007972324030230266
0.6,118.40740633644127,62922.11031436013,0.008831650875901874
0.7,109.55076373509279,66706.88701464087,0.009496484881622056
0.8,101.88544358529437,70660.12030149157,0.009992738816923976
0.9,95.00131209608665,74783.78432836417,0.010343606113734576
1.0,88.67269746170037,79079.12585666985,0.010569705618042958
1.1,82.78949978446964,83546.59333864426,0.01068933602733924
1.2,77.2570090941259,88185.77062707901,0.010718708732943354
1.3,72.03561996668435,92995.31585646767,0.010672174253968096
1.4,67.09969774181837,97972.90617109156,0.010562404935819345
1.5,62.420433339027454,103115.1926532551,0.010400560973748387
1.6,57.9873158897413,108417.76549288197,0.010196443290954732
1.7,53.785686607276354,113875.12946454862,0.00995862509909936
1.8,49.8134469873327,119480.69146974725,0.009694578004169138
1.9,46.05942861483481,125226.7682317961,0.009410781176313282
2.0,42.52295272684638,131104.59991656654,0.009112827897876501
2.1,39.20296125000752,137104.39072985633,0.008805518942840675
2.2,36.084350845138175,143215.36185500227,0.008492949003264168
2.3,33.17219129992014,149425.80626831256,0.008178592052926613
2.4,30.45900336278138,155723.17316423365,0.007865371767912757
2.5,27.940423080890504,162094.09055593665,0.007555736088283364
2.6,25.611394300163894,168524.7069999888,0.007251704390568169
2.7,23.466199499724635,175000.5448673235,0.0069549393156162
2.8,21.498493731491987,181506.7433367193,0.006666794809157007
2.9,19.70135107431899,188028.29883265216,0.006388357193351087
3.0,18.067260836936153,194549.9940211373,0.006120494452933074
