sim_key,max_abs_err,max_rel_err,rms_rel_err,legacy_rel_err
case10_id2001,2295.1668046483537,0.0014250433178016183,0.00018995318364246896,0.0
case20_id1001,2058.5406060242094,0.0005110588871666688,6.922082383303475e-5,0.0
case30_id1,64.42826974089257,0.00017111363650349685,1.83765682039167e-5,0.0
